havg	hmax	hmin	hv	savg	smax	smin	sv	vavg	vmax	vmin	vv	frame_edges_comp	frame_comp
0.19093226154003265	0.4196078431372549	0.043137254901960784	0.09516081304058752	0.06574920700571894	0.3843137254901961	0.00392156862745098	0.011801222512122754	0.5267042994281045	1.0	0.30196078431372547	0.0607449356998416	0.0	0.0
0.2157532327410131	0.6588235294117647	0.0	0.35979391229738017	0.13929280790441176	0.5843137254901961	0.0	0.06912499303665252	0.6245509237132352	1.0	0.2901960784313726	0.2707755197695193	0.0	0.0
0.23374773386437905	0.6941176470588235	0.0	0.3144783391131881	0.12949569444444445	1.0	0.0	0.25274159994847745	0.6197505647467318	1.0	0.0	0.9470120723720404	0.0	0.0
0.21363490962009804	0.6470588235294118	0.0	0.1164308183708321	0.05698635110294118	0.42745098039215684	0.0	0.013422375873786807	0.5627625439133985	1.0	0.11764705882352941	0.1855929351286027	0.0	0.0
0.21574465686274513	0.7019607843137254	0.0	0.30471213846512296	0.11486581750408498	1.0	0.0	0.38229603542301765	0.5729356755514705	1.0	0.0	0.5939443622209843	0.0	0.0
0.18347382097630718	0.7019607843137254	0.0	0.2912923221499301	0.3293805295138889	1.0	0.0	1.7492371009866239	0.45269726256127457	1.0	0.0	1.7520543736481298	0.0	0.0
0.2275009921364379	0.7019607843137254	0.0	0.40911402188383916	0.2070144618055556	1.0	0.0	0.43375616950327445	0.5942024361723857	1.0	0.0	1.3268745686547383	0.0	0.0
0.23099606872957518	0.7019607843137254	0.0	0.3118197684169231	0.12133020629084963	1.0	0.0	0.4185060439521156	0.5067486146854574	1.0	0.0	0.8162778812236368	0.0	0.0
0.20544488766339866	0.4117647058823529	0.0	0.09372732427056628	0.05607711958741829	0.16470588235294117	0.0	0.006382571528135601	0.5233131173406862	1.0	0.34901960784313724	0.0854224299427855	0.0	0.0
0.2436867871732026	0.7019607843137254	0.0	0.5117422509905846	0.1719461284722222	1.0	0.0	0.9386253265512765	0.5304282817606207	1.0	0.0	1.1173366445949016	0.0	0.0
0.21859829299428105	0.6588235294117647	0.0	0.26278260849475465	0.12307269914215686	1.0	0.0	0.46935326905669866	0.47583674836601314	1.0	0.0	0.5355833148521222	0.0	0.0
0.2114181204044118	0.6470588235294118	0.0	0.1005274160250549	0.06551212367238564	0.34901960784313724	0.0	0.015030201291017108	0.5499414828431372	1.0	0.09019607843137255	0.10810043336980354	0.0	0.0
0.2031506862745098	0.6470588235294118	0.0	0.08826211589200605	0.05768246732026144	0.3176470588235294	0.0	0.012215775764571906	0.5076308578431372	1.0	0.13725490196078433	0.6043414091685425	0.0	0.0
0.2148153211805556	0.6980392156862745	0.0	0.3193317246940223	0.36292938776552297	1.0	0.0	2.1520134555553665	0.40160881638071894	1.0	0.0	1.9644335074087924	0.0	0.0
0.24743382250816995	0.7019607843137254	0.0	0.5016242555589482	0.21320361060049015	1.0	0.0	1.5652255738928342	0.45530669475081703	1.0	0.0	1.3845305120607105	0.0	0.0
0.21101547743055563	0.7019607843137254	0.0	0.3101526614787155	0.33570523948120917	1.0	0.0	1.9190622941072628	0.4447721859681374	1.0	0.0	2.020324646624333	0.0	0.0
0.2243387755310458	0.7019607843137254	0.0	0.3535324745037628	0.1293216028390523	1.0	0.0	0.4228775156994543	0.4470377818627451	1.0	0.00784313725490196	0.919257051715781	0.0	0.0
0.2193732495915033	0.6588235294117647	0.0	0.36802834136552653	0.16018038909313728	0.9215686274509803	0.0	0.1314770662573414	0.5302014435253267	1.0	0.13333333333333333	0.29662996699696453	0.0	0.0
0.1915991702410131	0.7019607843137254	0.0	0.14942214125694472	0.10235229983660132	1.0	0.0	0.20246779989730276	0.5638205075571896	1.0	0.0	0.8136681028871671	0.0	0.0
0.18467968954248365	0.6588235294117647	0.0	0.1604784959755353	0.1187634027777778	1.0	0.0	0.20127476795221105	0.47305184027777775	1.0	0.0	0.8702118810619199	0.0	0.0
0.2135994628267974	0.6980392156862745	0.0	0.31825757174515806	0.3649209196282681	1.0	0.0	2.158043384985417	0.39926302645016337	1.0	0.0	1.9609668315040942	0.0	0.0
0.18356980698529413	0.7019607843137254	0.0	0.15188629778137985	0.12201908854166667	1.0	0.0	0.15582028066662446	0.5021460161356208	1.0	0.0	0.7411090613861984	0.0	0.0
0.26468369944852943	0.7019607843137254	0.0	0.5573359178247745	0.19520434640522877	0.7607843137254902	0.0	0.5051994202428298	0.42188506178513063	1.0	0.07450980392156863	1.7948560560755473	0.0	0.0
0.20039349673202614	0.7019607843137254	0.0	0.18290038372615788	0.09939990145016339	1.0	0.0	0.2408853956212804	0.5230501455269608	1.0	0.0	0.734257484376556	0.0	0.0
0.21104564389297387	0.6980392156862745	0.0	0.3287218690811662	0.36176754544526135	1.0	0.0	2.1370864012488457	0.39779952563316995	1.0	0.0	1.9561030644512178	0.0	0.0
0.2218931959763072	0.7019607843137254	0.0	0.418030077571322	0.21079881280637255	1.0	0.0	0.8086366615244118	0.4892353589665033	1.0	0.0	1.0777369929388008	0.0	0.0
0.22037406964869283	0.7019607843137254	0.0	0.2942449787860362	0.11651664266748367	1.0	0.0	0.3604207316621307	0.5547756934232025	1.0	0.0	0.8385104205108566	0.0	0.0
0.21828906403186274	0.6588235294117647	0.0	0.3727173870158393	0.144499272875817	0.7803921568627451	0.0	0.10166001354839477	0.6276109773284313	1.0	0.23137254901960785	0.29329383241629503	0.0	0.0
0.23727361774918296	0.7019607843137254	0.0	0.4748131130551106	0.15880963490604577	1.0	0.0	0.38144400537217327	0.5389400372753267	1.0	0.0196078431372549	0.6462367079349234	0.0	0.0
0.2139812882965686	0.6588235294117647	0.0	0.13275493174549263	0.06516292024101307	1.0	0.0	0.02756209187620698	0.5077160089869283	1.0	0.0196078431372549	0.7304445787477207	0.0	0.0
0.20766817606209148	0.7019607843137254	0.0	0.2727493935839077	0.141499038500817	1.0	0.0	0.7000575055798047	0.49782684691584966	1.0	0.0	0.8607659363894641	0.0	0.0
0.2324121885212418	0.7019607843137254	0.0	0.22891934841046008	0.07724577308006535	1.0	0.0	0.1457948693378564	0.5805132306985294	1.0	0.011764705882352941	0.43635288164476044	0.0	0.0
0.19494066942401964	0.6941176470588235	0.0	0.11840643784827068	0.07611398539624183	1.0	0.0	0.038489883632406345	0.5359055269607842	1.0	0.00784313725490196	0.3636209917607008	0.0	0.0
0.18208643637663394	0.6941176470588235	0.0	0.22781762172130754	0.21314917279411771	1.0	0.0	0.8882376302685202	0.5546218898080065	1.0	0.01568627450980392	0.6669026236680359	0.0	0.0
0.28474313725490197	0.7019607843137254	0.0	1.1877867104044701	0.19807287122140524	1.0	0.0	0.7825520788143963	0.48724938061682993	1.0	0.0	0.8246094687558676	0.0	0.0
0.22944129084967324	0.6941176470588235	0.0	0.345070751841651	0.3050699504697713	1.0	0.0	1.2931081835928098	0.5607510901756537	1.0	0.0	1.9705941153109983	0.0	0.0
0.20773688010620917	0.6470588235294118	0.0	0.09579664452806415	0.06404179891748366	1.0	0.0	0.03141229144757882	0.48629687499999996	1.0	0.03529411764705882	0.25343734623594444	0.0	0.0
0.2149180341094771	0.6941176470588235	0.0	0.32579330211481833	0.3624916487949346	1.0	0.0	2.1364574591709933	0.39700528186274514	1.0	0.0	1.9391676595980192	0.0	0.0
0.22361769046160135	0.7019607843137254	0.0	0.26385663430929096	0.12041775684232027	1.0	0.0	0.43726712729650463	0.4820885768995099	1.0	0.0	0.9510850340297344	0.0	0.0
0.15353061376633984	0.7019607843137254	0.0	0.5474838350582635	0.252278004493464	1.0	0.0	0.837705855741094	0.5522630713848039	1.0	0.0	0.8422434326801301	0.0	0.0
0.2052322630718954	0.41568627450980394	0.0784313725490196	0.09993574926795358	0.058060737336601276	0.1568627450980392	0.011764705882352941	0.007948441763030523	0.528075492749183	0.6705882352941176	0.3803921568627451	0.0631215233731289	0.0	0.0
0.2383166018178104	0.7019607843137254	0.0	0.42309221396745217	0.13665887408088237	1.0	0.0	0.6833651443225272	0.4581302496936274	1.0	0.0	0.9188586415015606	0.0	0.0
0.20475029003267975	0.7019607843137254	0.0	0.10843136564566974	0.08189802798202614	1.0	0.0	0.2232546087192723	0.5466839476102942	1.0	0.0	0.576779837830593	0.0	0.0
0.2721383527369281	0.7019607843137254	0.0	0.4373394910320762	0.1517161611519608	0.8823529411764706	0.0	0.18234049279168454	0.5675479937704249	1.0	0.12156862745098039	1.05543524085934	0.0	0.0
0.2166253462009804	0.7019607843137254	0.0	0.2849568339222487	0.13039434946895426	1.0	0.0	0.6217199781753128	0.5244554181985294	1.0	0.0	0.9150099892170859	0.0	0.0
0.2115875102124183	0.6980392156862745	0.0	0.3143334449900924	0.36803938674428105	1.0	0.0	2.184886191898351	0.4006737270220589	1.0	0.0	1.965724974444014	0.0	0.0
0.21362366013071896	0.6941176470588235	0.0	0.2913388429927067	0.23114129953022872	1.0	0.0	0.9764210687430093	0.5060896594158498	1.0	0.0	1.0721755074555899	0.0	0.0
0.19908589818218955	0.4196078431372549	0.0	0.11287135336080835	0.06132898029003266	0.21568627450980393	0.0	0.009208828698464096	0.52388977685866	1.0	0.12941176470588237	0.08040520476108468	0.0	0.0
0.21921416462418297	0.7019607843137254	0.0	0.36588234557681754	0.18781876838235292	1.0	0.0	1.146377335059723	0.5217167213031046	1.0	0.0	1.2906149286085105	0.0	0.0
0.2121309681372549	0.7019607843137254	0.0	0.39255004844921887	0.24120482638888885	1.0	0.0	1.6192963075299396	0.46828834660947716	1.0	0.0	1.4707319385807927	0.0	0.0
